epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
162,6346.82,0.30186,0.24515,1.21119,0.99964,0.9958,0.995,0.98907,0.19612,0.14343,1.00641,0.004687,0.004687,0.004687
163,6385.94,0.28869,0.2354,1.1811,0.99996,0.9958,0.995,0.98795,0.19703,0.14595,0.99606,0.004654,0.004654,0.004654
164,6425.01,0.28936,0.23304,1.19173,0.99915,0.9958,0.995,0.9876,0.18778,0.14142,1.01089,0.004621,0.004621,0.004621
165,6464.12,0.29207,0.23759,1.19865,0.99957,1,0.995,0.98862,0.18677,0.14353,0.99002,0.004588,0.004588,0.004588
166,6503.21,0.29072,0.24046,1.18987,0.99928,0.9958,0.995,0.98784,0.19649,0.14896,1.03222,0.004555,0.004555,0.004555
167,6542.32,0.28775,0.23229,1.17306,1,0.99536,0.995,0.98635,0.19582,0.14644,1.01548,0.004522,0.004522,0.004522
168,6581.38,0.28938,0.24289,1.19853,0.99951,0.9958,0.995,0.9864,0.19442,0.15062,0.99751,0.004489,0.004489,0.004489
169,6620.49,0.28434,0.23367,1.16429,1,0.99572,0.995,0.98736,0.19285,0.14247,0.99822,0.004456,0.004456,0.004456
170,6659.54,0.27811,0.22843,1.164,0.99951,0.9958,0.995,0.98816,0.19225,0.13773,1.01271,0.004423,0.004423,0.004423
171,6698.66,0.28653,0.23321,1.18685,0.99975,1,0.995,0.98793,0.19657,0.14144,1.02646,0.00439,0.00439,0.00439
172,6737.7,0.29284,0.23648,1.17718,0.99537,1,0.99496,0.9885,0.18924,0.14276,0.99514,0.004357,0.004357,0.004357
173,6776.82,0.28337,0.23087,1.1894,1,0.99405,0.995,0.98731,0.19352,0.14452,0.99766,0.004324,0.004324,0.004324
174,6815.88,0.29351,0.23496,1.20584,1,0.99945,0.995,0.98631,0.20336,0.13903,1.04423,0.004291,0.004291,0.004291
175,6854.98,0.2838,0.23589,1.18665,1,0.99945,0.995,0.98747,0.19621,0.13946,1.0264,0.004258,0.004258,0.004258
176,6894.05,0.28518,0.23376,1.18051,1,0.99973,0.995,0.98744,0.18986,0.14006,1.01522,0.004225,0.004225,0.004225
177,6933.17,0.28459,0.23253,1.16745,1,0.99964,0.995,0.98699,0.19162,0.14027,1.02352,0.004192,0.004192,0.004192
178,6972.23,0.28927,0.23757,1.17876,0.99967,1,0.995,0.9878,0.19457,0.1375,1.02707,0.004159,0.004159,0.004159
179,7011.35,0.28742,0.23285,1.20267,1,0.99975,0.995,0.98747,0.19478,0.13552,1.03311,0.004126,0.004126,0.004126
180,7050.41,0.27905,0.23148,1.19147,0.9998,1,0.995,0.98771,0.18536,0.13498,1.01205,0.004093,0.004093,0.004093
181,7089.52,0.27448,0.22741,1.16353,0.9957,1,0.995,0.9887,0.18491,0.13519,1.03177,0.00406,0.00406,0.00406
182,7128.59,0.27897,0.22531,1.18065,0.99934,0.9958,0.995,0.98784,0.18655,0.13683,1.02476,0.004027,0.004027,0.004027
183,7167.72,0.27858,0.22778,1.16387,1,0.99998,0.995,0.9875,0.1854,0.13413,1.01978,0.003994,0.003994,0.003994
184,7206.78,0.28192,0.22963,1.18823,0.9997,0.9958,0.995,0.9873,0.18885,0.13952,1.02342,0.003961,0.003961,0.003961
185,7245.91,0.28152,0.22778,1.17699,0.99971,0.9958,0.995,0.98665,0.18593,0.13248,1.01718,0.003928,0.003928,0.003928
186,7285.13,0.28167,0.22917,1.17846,0.99557,1,0.995,0.98904,0.18445,0.13407,1.02224,0.003895,0.003895,0.003895
187,7324.57,0.27509,0.22463,1.16844,0.99962,1,0.995,0.98959,0.18272,0.13554,1.01415,0.003862,0.003862,0.003862
188,7363.84,0.27394,0.22125,1.16313,1,0.99944,0.995,0.98849,0.18185,0.13381,1.00949,0.003829,0.003829,0.003829
189,7402.97,0.27753,0.22736,1.15012,1,0.99901,0.995,0.99024,0.18061,0.13106,0.99369,0.003796,0.003796,0.003796
190,7442.19,0.27438,0.22458,1.16682,0.99464,1,0.995,0.98796,0.18868,0.13457,1.01759,0.003763,0.003763,0.003763
191,7481.37,0.27413,0.22639,1.17282,0.99966,1,0.995,0.98934,0.18745,0.13274,1.02741,0.00373,0.00373,0.00373
192,7520.46,0.2696,0.22084,1.16533,0.9995,1,0.995,0.9879,0.18163,0.12942,0.99963,0.003697,0.003697,0.003697
193,7559.57,0.27244,0.22451,1.17058,0.99979,1,0.995,0.98896,0.18057,0.12971,1.00591,0.003664,0.003664,0.003664
194,7598.65,0.27276,0.21805,1.1508,1,0.99989,0.995,0.98897,0.18254,0.12978,1.01386,0.003631,0.003631,0.003631
