epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
64,325.833,0.42921,0.32982,1.35542,0.99794,1,0.995,0.98193,0.25882,0.20018,1.08821,0.007921,0.007921,0.007921
65,331.135,0.4129,0.32745,1.30689,0.99843,1,0.995,0.95433,0.29162,0.20151,1.16517,0.007888,0.007888,0.007888
66,336.076,0.43,0.33614,1.3509,0.99838,1,0.995,0.97259,0.28077,0.23064,1.19864,0.007855,0.007855,0.007855
67,341.294,0.4084,0.31165,1.35092,0.99843,1,0.995,0.97746,0.31241,0.21719,1.06427,0.007822,0.007822,0.007822
68,346.64,0.40827,0.30833,1.31906,0.99837,1,0.995,0.97973,0.2476,0.20786,1.21958,0.007789,0.007789,0.007789
69,351.962,0.42104,0.31661,1.33652,0.99845,1,0.995,0.97544,0.2621,0.19549,1.05005,0.007756,0.007756,0.007756
70,356.489,0.40291,0.32134,1.3228,0.99852,1,0.995,0.98305,0.26094,0.20847,1.02831,0.007723,0.007723,0.007723
71,361.498,0.39796,0.31175,1.33111,0.99838,1,0.995,0.98461,0.22154,0.20871,1.17935,0.00769,0.00769,0.00769
72,366.823,0.41395,0.30846,1.289,0.9985,1,0.995,0.98567,0.21829,0.19413,1.2473,0.007657,0.007657,0.007657
73,372.21,0.40975,0.31637,1.3234,0.9984,1,0.995,0.98779,0.22333,0.1847,1.25673,0.007624,0.007624,0.007624
74,376.909,0.41448,0.30343,1.31654,1,1,0.995,0.98924,0.25683,0.18918,1.11976,0.007591,0.007591,0.007591
75,381.904,0.42605,0.31539,1.2989,0.99837,1,0.995,0.97797,0.27539,0.20711,1.11404,0.007558,0.007558,0.007558
76,387.213,0.41638,0.31673,1.33579,0.9983,1,0.995,0.98136,0.25888,0.19715,1.12324,0.007525,0.007525,0.007525
77,392.503,0.4166,0.31971,1.28541,0.99847,1,0.995,0.97721,0.25289,0.17535,1.23182,0.007492,0.007492,0.007492
78,397.46,0.39959,0.31437,1.32828,0.99848,1,0.995,0.98746,0.2309,0.19013,1.04303,0.007459,0.007459,0.007459
79,402.604,0.40509,0.3221,1.30273,0.99797,1,0.995,0.98455,0.23257,0.19743,1.11746,0.007426,0.007426,0.007426
80,407.879,0.39475,0.31258,1.3633,0.99821,1,0.995,0.98214,0.24878,0.20433,1.15583,0.007393,0.007393,0.007393
81,413.225,0.43144,0.33595,1.36849,0.99848,1,0.995,0.97987,0.2226,0.20089,1.06553,0.00736,0.00736,0.00736
82,417.851,0.40083,0.32106,1.31173,0.99849,1,0.995,0.98712,0.23121,0.20439,1.12743,0.007327,0.007327,0.007327
83,422.784,0.38758,0.3031,1.33005,0.99854,1,0.995,0.98664,0.23242,0.19565,1.09779,0.007294,0.007294,0.007294
84,428.144,0.39191,0.31126,1.30169,0.9985,1,0.995,0.98009,0.21502,0.18546,1.23919,0.007261,0.007261,0.007261
85,433.514,0.3879,0.30703,1.29746,0.99845,1,0.995,0.98612,0.2278,0.18425,1.12559,0.007228,0.007228,0.007228
86,438.32,0.38327,0.30599,1.25532,0.99833,1,0.995,0.98893,0.22961,0.19,1.04699,0.007195,0.007195,0.007195
87,443.068,0.3766,0.30317,1.28635,0.99817,1,0.995,0.98248,0.22684,0.17735,1.07479,0.007162,0.007162,0.007162
88,448.357,0.39345,0.30726,1.29093,0.99824,1,0.995,0.98908,0.215,0.17646,1.18157,0.007129,0.007129,0.007129
89,453.657,0.38677,0.30305,1.31376,1,1,0.995,0.9849,0.2189,0.18177,1.06872,0.007096,0.007096,0.007096
90,458.856,0.41999,0.31735,1.33882,1,1,0.995,0.98655,0.22714,0.18705,0.98623,0.007063,0.007063,0.007063
91,463.772,0.37285,0.29317,1.25295,0.99873,1,0.995,0.98996,0.21348,0.19208,1.14004,0.00703,0.00703,0.00703
92,469.084,0.37827,0.30766,1.27298,0.99861,1,0.995,0.98469,0.22859,0.17796,1.16188,0.006997,0.006997,0.006997
93,474.48,0.37205,0.30247,1.28842,0.99858,1,0.995,0.9864,0.23056,0.18794,1.11769,0.006964,0.006964,0.006964
94,479.418,0.37546,0.30218,1.29157,0.99854,1,0.995,0.98924,0.22269,0.18823,1.04086,0.006931,0.006931,0.006931
95,484.232,0.39609,0.30993,1.29752,0.99851,1,0.995,0.98686,0.241,0.19469,1.09039,0.006898,0.006898,0.006898
96,489.708,0.39075,0.30226,1.31751,0.99651,1,0.995,0.98566,0.22195,0.1954,1.22381,0.006865,0.006865,0.006865
97,494.987,0.37274,0.2903,1.28612,0.99494,1,0.995,0.98788,0.21476,0.19138,1.24708,0.006832,0.006832,0.006832
98,500.032,0.37433,0.29354,1.27539,0.99851,1,0.995,0.9856,0.22747,0.17521,1.14345,0.006799,0.006799,0.006799
99,504.74,0.37943,0.29201,1.25695,0.99852,1,0.995,0.98401,0.20959,0.18407,1.19101,0.006766,0.006766,0.006766
100,510.088,0.37722,0.29043,1.27562,0.99865,1,0.995,0.98827,0.23059,0.18795,1.08019,0.006733,0.006733,0.006733
101,515.67,0.39872,0.30611,1.27551,0.99837,1,0.995,0.98856,0.22195,0.19332,1.03475,0.0067,0.0067,0.0067
102,521.066,0.37875,0.30387,1.30106,0.99852,1,0.995,0.98625,0.23428,0.17116,1.01741,0.006667,0.006667,0.006667
103,526.378,0.37688,0.30174,1.26749,0.99844,1,0.995,0.98702,0.22822,0.17423,1.00696,0.006634,0.006634,0.006634
104,531.825,0.36106,0.30126,1.26839,0.9984,1,0.995,0.98384,0.2475,0.1693,1.04374,0.006601,0.006601,0.006601
105,537.26,0.38391,0.29987,1.24188,0.99846,1,0.995,0.98149,0.22935,0.18393,1.20188,0.006568,0.006568,0.006568
106,542.296,0.3776,0.29486,1.27123,1,1,0.995,0.98401,0.22962,0.17366,1.11226,0.006535,0.006535,0.006535
107,547.258,0.3834,0.29084,1.29281,1,1,0.995,0.98311,0.2131,0.17667,1.1364,0.006502,0.006502,0.006502
108,552.572,0.37911,0.29936,1.26035,0.99885,1,0.995,0.98951,0.20326,0.17511,1.09043,0.006469,0.006469,0.006469
109,557.882,0.36495,0.2856,1.22609,0.9987,1,0.995,0.98933,0.20234,0.17794,1.0891,0.006436,0.006436,0.006436
110,562.758,0.3684,0.29049,1.27399,0.99855,1,0.995,0.98701,0.19347,0.18622,0.98235,0.006403,0.006403,0.006403
111,567.532,0.37499,0.29604,1.26304,0.99849,1,0.995,0.98763,0.21179,0.19691,1.07257,0.00637,0.00637,0.00637
112,572.85,0.37435,0.30044,1.22833,1,1,0.995,0.98778,0.20606,0.17725,0.99167,0.006337,0.006337,0.006337
113,578.309,0.36242,0.28059,1.28428,1,1,0.995,0.98844,0.22768,0.1866,0.97565,0.006304,0.006304,0.006304
114,583.244,0.37382,0.28671,1.28179,1,1,0.995,0.98627,0.22963,0.17497,1.02547,0.006271,0.006271,0.006271
115,587.935,0.37448,0.29098,1.26874,0.99849,1,0.995,0.98224,0.23451,0.17551,1.19307,0.006238,0.006238,0.006238
116,593.25,0.3614,0.28481,1.31139,0.99849,1,0.995,0.98439,0.22419,0.1785,1.07303,0.006205,0.006205,0.006205
117,598.558,0.36605,0.28825,1.22074,1,1,0.995,0.98836,0.21261,0.18123,1.055,0.006172,0.006172,0.006172
118,603.641,0.38105,0.30086,1.26527,0.99848,1,0.995,0.98964,0.21405,0.17956,1.05822,0.006139,0.006139,0.006139
119,608.145,0.3851,0.29056,1.29662,0.99845,1,0.995,0.98981,0.21527,0.17877,1.01666,0.006106,0.006106,0.006106
120,613.422,0.38242,0.29165,1.3015,0.99841,1,0.995,0.99113,0.2183,0.17923,1.01295,0.006073,0.006073,0.006073
121,618.717,0.37058,0.29593,1.28399,1,1,0.995,0.9888,0.20121,0.16571,1.02837,0.00604,0.00604,0.00604
122,623.99,0.3677,0.28528,1.26802,0.99843,1,0.995,0.98892,0.19512,0.17275,1.10887,0.006007,0.006007,0.006007
123,628.166,0.36515,0.28403,1.26167,1,1,0.995,0.98809,0.18781,0.17448,1.09352,0.005974,0.005974,0.005974
124,633.504,0.37684,0.29615,1.33922,0.99851,1,0.995,0.9865,0.21192,0.20351,1.02719,0.005941,0.005941,0.005941
125,638.971,0.35048,0.27192,1.24695,0.99857,1,0.995,0.99015,0.20919,0.17767,1.02347,0.005908,0.005908,0.005908
126,644.255,0.34507,0.27716,1.22951,0.99859,1,0.995,0.99114,0.20113,0.17485,1.12111,0.005875,0.005875,0.005875
127,648.537,0.3452,0.27513,1.23297,1,1,0.995,0.98589,0.21166,0.17882,1.02033,0.005842,0.005842,0.005842
128,653.757,0.36113,0.29528,1.27463,1,1,0.995,0.98631,0.19377,0.15333,1.07569,0.005809,0.005809,0.005809
129,659.054,0.35768,0.28246,1.24707,1,1,0.995,0.98502,0.18816,0.14362,1.24161,0.005776,0.005776,0.005776
130,664.368,0.34576,0.27167,1.23649,1,1,0.995,0.98544,0.20147,0.16165,1.19216,0.005743,0.005743,0.005743
131,668.944,0.35952,0.28149,1.26333,1,1,0.995,0.98781,0.20276,0.16942,1.04297,0.00571,0.00571,0.00571
132,674.06,0.3455,0.28249,1.22572,0.99847,1,0.995,0.98651,0.22251,0.1924,1.00925,0.005677,0.005677,0.005677
133,679.355,0.34444,0.28399,1.26152,1,1,0.995,0.9896,0.20042,0.18789,0.96643,0.005644,0.005644,0.005644
134,684.682,0.34565,0.2713,1.20175,1,1,0.995,0.98995,0.19336,0.18302,0.99123,0.005611,0.005611,0.005611
135,689.328,0.34596,0.28093,1.25305,1,1,0.995,0.9843,0.19036,0.18983,0.94943,0.005578,0.005578,0.005578
136,694.424,0.35559,0.28167,1.26164,1,1,0.995,0.99141,0.19014,0.18782,0.95562,0.005545,0.005545,0.005545
137,699.771,0.36519,0.2863,1.24731,1,1,0.995,0.98598,0.20561,0.19337,0.97819,0.005512,0.005512,0.005512
138,705.098,0.34397,0.26109,1.21325,1,1,0.995,0.98826,0.2092,0.17246,1.01035,0.005479,0.005479,0.005479
139,709.898,0.3334,0.28078,1.23325,0.99846,1,0.995,0.98672,0.19848,0.16397,0.9976,0.005446,0.005446,0.005446
140,714.78,0.37625,0.30325,1.25522,0.99849,1,0.995,0.98947,0.18631,0.16053,1.1061,0.005413,0.005413,0.005413
141,720.245,0.34551,0.26948,1.27232,0.99847,1,0.995,0.98964,0.19055,0.157,1.04761,0.00538,0.00538,0.00538
142,725.623,0.32578,0.25903,1.18283,0.99806,1,0.995,0.9914,0.20646,0.16708,1.01286,0.005347,0.005347,0.005347
143,730.559,0.35386,0.26872,1.23929,0.99838,1,0.995,0.99241,0.18518,0.13719,1.03158,0.005314,0.005314,0.005314
144,735.439,0.3698,0.27722,1.27968,0.9984,1,0.995,0.99241,0.17375,0.15001,1.06365,0.005281,0.005281,0.005281
145,740.811,0.34666,0.2637,1.23569,1,1,0.995,0.99247,0.1637,0.13587,0.99904,0.005248,0.005248,0.005248
146,746.185,0.33691,0.26213,1.22146,1,1,0.995,0.99132,0.17142,0.143,1.01356,0.005215,0.005215,0.005215
147,751.185,0.35227,0.26928,1.21659,1,1,0.995,0.98796,0.19267,0.14303,1.06706,0.005182,0.005182,0.005182
148,756.117,0.35196,0.2691,1.25506,0.99839,1,0.995,0.9903,0.18952,0.15421,1.10154,0.005149,0.005149,0.005149
149,761.514,0.35782,0.28414,1.25735,1,1,0.995,0.99149,0.17175,0.14558,1.01608,0.005116,0.005116,0.005116
150,766.95,0.34582,0.26773,1.27014,1,1,0.995,0.98853,0.16934,0.15393,1.08979,0.005083,0.005083,0.005083
151,772.04,0.34903,0.27299,1.21591,1,1,0.995,0.99304,0.17601,0.15668,0.99674,0.00505,0.00505,0.00505
152,776.898,0.35383,0.27637,1.30601,1,1,0.995,0.99141,0.18818,0.15012,0.94553,0.005017,0.005017,0.005017
153,782.355,0.34669,0.27204,1.24748,1,1,0.995,0.98843,0.2013,0.16452,0.95599,0.004984,0.004984,0.004984
154,787.674,0.32955,0.25744,1.19484,0.99865,1,0.995,0.98542,0.18154,0.15415,0.95967,0.004951,0.004951,0.004951
155,792.776,0.34523,0.25844,1.22687,1,1,0.995,0.98906,0.19501,0.14867,1.01097,0.004918,0.004918,0.004918
156,797.311,0.32898,0.25156,1.16354,1,1,0.995,0.99075,0.20043,0.15635,0.98793,0.004885,0.004885,0.004885
157,802.588,0.34702,0.27394,1.22985,1,1,0.995,0.99247,0.16812,0.15579,1.13763,0.004852,0.004852,0.004852
158,807.898,0.33844,0.25237,1.252,1,1,0.995,0.98995,0.18424,0.1609,1.13827,0.004819,0.004819,0.004819
159,813.196,0.36568,0.27214,1.23496,1,1,0.995,0.98995,0.19024,0.15566,1.01906,0.004786,0.004786,0.004786
160,817.698,0.32069,0.26239,1.22024,1,1,0.995,0.98995,0.18636,0.1583,1.04679,0.004753,0.004753,0.004753
161,822.97,0.34803,0.27018,1.2812,1,1,0.995,0.98681,0.18305,0.15814,1.04699,0.00472,0.00472,0.00472
162,828.287,0.33111,0.26307,1.23572,1,1,0.995,0.98606,0.17845,0.16245,1.028,0.004687,0.004687,0.004687
163,833.596,0.33217,0.25506,1.20207,1,1,0.995,0.98804,0.17085,0.14927,1.06959,0.004654,0.004654,0.004654
164,837.786,0.31945,0.24907,1.20326,0.99862,1,0.995,0.9914,0.17481,0.15011,1.01161,0.004621,0.004621,0.004621
165,843.045,0.32181,0.26466,1.22588,0.99848,1,0.995,0.98946,0.17792,0.14705,1.10733,0.004588,0.004588,0.004588
166,848.39,0.34048,0.27519,1.21943,0.99842,1,0.995,0.98787,0.17807,0.15555,1.14003,0.004555,0.004555,0.004555
167,853.7,0.34465,0.27068,1.26082,1,1,0.995,0.98787,0.1696,0.15178,1.12963,0.004522,0.004522,0.004522
168,858.138,0.34263,0.26138,1.22277,1,1,0.995,0.98832,0.17727,0.14807,1.08966,0.004489,0.004489,0.004489
169,863.369,0.31044,0.24917,1.19727,1,1,0.995,0.98977,0.16945,0.14439,1.16929,0.004456,0.004456,0.004456
170,868.864,0.33374,0.26669,1.18714,1,1,0.995,0.9896,0.16557,0.14722,0.98205,0.004423,0.004423,0.004423
171,874.613,0.33905,0.26768,1.23926,1,1,0.995,0.98888,0.16864,0.14902,0.96422,0.00439,0.00439,0.00439
172,879.136,0.32351,0.26032,1.2058,1,1,0.995,0.99045,0.17653,0.15858,0.98131,0.004357,0.004357,0.004357
173,884.362,0.33257,0.26209,1.22176,1,1,0.995,0.99203,0.18496,0.16262,0.97994,0.004324,0.004324,0.004324
174,889.687,0.33049,0.26655,1.25905,1,1,0.995,0.99124,0.17435,0.16299,0.95267,0.004291,0.004291,0.004291
175,894.996,0.32077,0.25223,1.21209,1,1,0.995,0.9896,0.16718,0.15889,1.09599,0.004258,0.004258,0.004258
176,899.571,0.30773,0.24702,1.2168,1,1,0.995,0.98995,0.17268,0.15679,1.17639,0.004225,0.004225,0.004225
177,904.701,0.34404,0.28199,1.22944,1,1,0.995,0.98995,0.17753,0.17024,1.12532,0.004192,0.004192,0.004192
178,910.094,0.30628,0.24744,1.1898,0.9985,1,0.995,0.99131,0.16565,0.14404,1.14304,0.004159,0.004159,0.004159
179,915.412,0.32975,0.25956,1.22935,0.9985,1,0.995,0.99113,0.16994,0.14487,1.15477,0.004126,0.004126,0.004126
180,920.031,0.33095,0.27012,1.25175,1,1,0.995,0.99239,0.16287,0.14244,1.04934,0.004093,0.004093,0.004093
181,925.036,0.33911,0.2564,1.26774,1,1,0.995,0.99189,0.16321,0.13845,0.94851,0.00406,0.00406,0.00406
182,930.513,0.32519,0.25294,1.20344,0.99861,1,0.995,0.99208,0.16425,0.1346,0.98263,0.004027,0.004027,0.004027
